question,question_sub,answer,answer_sub,ef_factor,category_id,created_at,modified_at
ptrace란 무엇인가요?,What is ptrace?,"ptrace는 여러 유닉스 및 유닉스 계열 운영 체제에서 사용되는 시스템 호출입니다. ptrace를 사용하면 한 프로세스가 다른 프로세스를 제어할 수 있으며, 이를 통해 컨트롤러가 대상의 내부 상태를 검사하고 조작할 수 있습니다.","ptrace is a system call found in several Unix and Unix-like operating systems. By using ptrace, one process can control another, enabling the controller to inspect and manipulate the internal state of its target.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
프로세스를 디버깅하는 데 무엇을 사용할 수 있나요?,What can you use to debug a process?,흔적,ptrace,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
포트 < 1024에 바인딩하려면 어떤 사용자 권한이 필요하나요?,What user privilege is required to bind to ports < 1024?,뿌리,root,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
시스템 부트스트래핑 중 루트가 아닌 사용자에게 프로세스의 소유권을 부여하기 위해 시스템이 수행하는 호출은 무엇인가요?,"During system bootstrapping, what call is performed by the system to give a non-root user the ownership of a process?",setuid(),setuid(),2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
setuid 바이너리란 무엇인가요?,What are the setuid binaries?,"수
수도","su
sudo",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
chroot은 무엇을 하나요?,What does chroot do?,사용자가 탈출할 수 없는 파일 시스템의 디렉토리가 되도록 루트 디렉토리(/)를 변경합니다.,Changes the root directory (/) for a user to be a directory on the filesystem where they can't escape.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
혼란스러운 대리인이란 무엇인가요?,What is a confused deputy?,"혼란스러운 대리인은 다른 당사자가 순진하게 속아 권한을 남용하는 컴퓨터 프로그램입니다. 이는 특정 유형의 권한 확대입니다. 정보 보안에서 혼란스러운 대리인 문제는 종종 기능 기반 보안이 중요한 이유를 보여주는 예로 언급되는데, 이는 기능 시스템이 이를 보호하는 반면 접근 제어 목록 기반 시스템은 그렇지 않기 때문입니다.
고전적인 예는 각 사용에 대한 청구 기록을 생성하는 포트란 컴파일러입니다. 사용자는 컴파일러에게 청구 파일과 동일한 이름의 바이너리를 출력하도록 지시하고 이를 덮어쓸 수 있었습니다.","A confused deputy is a computer program that is innocently fooled by some other party into misusing its authority. It is a specific type of privilege escalation. In information security, the confused deputy problem is often cited as an example of why capability-based security is important, as capability systems protect against this whereas access control list-based systems do not.
The classic example is a Fortran compiler that creates a billing record for each use. A user was able to tell the compiler to output a binary with the same name as the billing file, overwriting it.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
웹 프론트엔드 세계에서 혼란스러운 대리인의 예는 무엇인가요?,What is an example of a confused deputy in the web frontend world?,CSRF 공격.,A CSRF attack.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
주변 권한 또는 주변 특권이란 무엇인가요?,"What is ambient authority, or ambient privilege?","프로세스나 에이전트가 행동을 수행할 수 있는지 여부에 대한 결정은 명시적으로 명시되지 않은 정보를 기반으로 하며, 대신 상속됩니다.","The decision about whether a process or agent can perform an action is based on information not explicitly stated, but inherited instead.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
기능이란 무엇인가요?,What is a capability?,소유권이 주어졌을 때 어떤 것에 대해 행동할 수 있는 권한과 중간 프로세스의 권한을 사용하여 어떤 것에 대해 행동할 수 없는 권한을 말합니다. 예를 들어 파일 설명자를 인수로 전달하고 해당 기능이 자신의 기능이 아닌 자신의 기능을 사용하는 함수를 들 수 있습니다.,"The privilege to act upon something given your ownership of it, and the inability to act on something using an intermediate process' privileges. An example would be a function where you pass a file descriptor as an argument and the function uses your capability, not its own.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
샌드박스를 활성화하기 위한 요건은 무엇인가요?,What is a requirement of enabling sandboxing?,"커널은 전역 네임스페이스를 참조하는 시스템 호출을 허용하지 않음으로써 커null을 지원할 수 있어야 합니다:
- 루트에서 시작하는 파일 경로 - 상대적이어야 합니다
- 네트워크
- PID - 대신 프로세스 설명자 사용","The kernel must be able to support it by disallowing system calls that reference global namespaces:
- file paths starting at root - must be relative
- network
- PIDs - use process descriptors instead",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
RSA 복호화는 속도에 어떻게 최적화되나요?,How is RSA decryption optimized for speed?,"- c^d mod p와 c^d mod q는 병렬로 처리되며, 마지막에 중국 잔여 정리를 사용하여 병합됩니다
- 몽고메리 형식으로 번역하다
- 윈도우를 슬라이딩하여 지수 비트로 지수화합니다
- 아마도 한 번의 추가 감소
- 몽고메리 형식에서 다시 변환
- CRT를 사용하여 병합","- c^d mod p and c^d mod q are processed in parallel and merged at the end using the Chinese remainder theorem
- put into Montgomery format
- sliding windows to exponentiate on bits of exponent
- perhaps a single extra reduction
- convert back from Montgomery format
- merge using CRT",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
양의 정수를 음수로 어떻게 변경하나요?,How do you change a positive integer to negative?,1을 빼고 모든 비트를 뒤집습니다,"Subtract 1, flip all bits",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
음수를 양수로 어떻게 변경하나요?,How do you change a negative integer to positive?,모든 비트를 뒤집은 다음 1을 추가합니다,"Flip all bits, then add 1",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
인텔 아키텍처란 무엇인가요?,What is Intel architecture?,"CISC - 복잡한 명령어 집합 컴퓨터
많은 특수 목적 지침.","CISC - Complex Instruction Set Computer
Many special-purpose instructions.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
인텔 지침은 어떤 크기인가요?,What size are Intel instructions?,그것들은 1바이트에서 이론적으로 16바이트까지의 가변 길이입니다.,"They are variable-length, from 1 to theoretically 16 bytes.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
RISC란 무엇인가요?,What is RISC?,"축소된 명령어 집합 아키텍처. 
- 더 많은 레지스터
- 더 적은 수의 고정 크기 지침
- PowerPC, ARM, SPARC, MIPS에 사용됨","Reduced Instruction Set Architecture. 
- more registers
- fewer, fixed-sized instructions
- used in PowerPC, ARM, SPARC, MIPS",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
인텔의 엔디안니스란 무엇인가요?,What Endianness is Intel?,리틀 엔디안이지만 기억 속에서만 가능합니다. 레지스터에는 모두 빅 엔디안입니다.,"Little Endian, but only in memory. In registers, all are Big Endian.",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
리틀 엔디안니스란 무엇인가요?,What is Little Endianness?,단어 이상의 최하위 바이트는 가장 낮은 주소에 저장됩니다. 모든 바이트는 동일합니다. 바이트 내에는 엔디안니스가 없습니다.,The least significant bytes of a word or larger are stored in the lowest address. All bytes are the same. There is no Endianness within a byte.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
CISC에는 몇 개의 레지스터가 있나요?,How many registers are on CISC?,8개의 범용 레지스터와 명령 포인터. 8개 중 2개는 그렇게 일반적이지 않습니다.,8 general-purpose registers and an instruction pointer. 2 of 8 are not that general.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
인텔의 단어 크기는 무엇인가요?,What is the word size on Intel?,16비트,16 bits,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
인텔의 더블 워드 크기는 무엇인가요?,What is the double-word size on Intel?,32비트,32 bits,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
빅 엔디안니스란 무엇인가요?,What is Big Endianness?,단어 이상의 가장 중요한 바이트는 가장 낮은 주소에 저장됩니다.,The most significant bytes of a word or larger are stored in the lowest address.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
EAX 레지스터는 무엇에 사용되나요?,What is the EAX register used for?,함수의 반환 값을 저장합니다.,Stores the function's return value.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
EBX 레지스터는 무엇에 사용되나요?,What is the EBX register used for?,데이터 섹션으로 가는 기본 포인터.,Base pointer to the data section.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
ECX 레지스터는 무엇에 사용되나요?,What is the ECX register used for?,문자열 및 루프 연산을 위한 카운터.,Counter for string and loop operations.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
EDX 레지스터는 무엇에 사용되나요?,What is the EDX register used for?,입출력 포인터,I/O pointer,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
ESI 레지스터는 무엇에 사용되나요?,What is the ESI register used for?,문자열 또는 기타 복사 작업을 위한 소스 포인터.,Source pointer for string or other copy operations.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
EDI 레지스터는 무엇에 사용되나요?,What is the EDI register used for?,문자열 또는 기타 복사 작업을 위한 대상 포인터.,Destination pointer for string or other copy operations.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
ESP 레지스터는 무엇에 사용되나요?,What is the ESP register used for?,스택 포인터,Stack pointer,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
EBP 레지스터는 무엇에 사용되나요?,What is the EBP register used for?,스택 프레임 베이스 포인터,Stack frame base pointer,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
EIP 레지스터는 무엇에 사용되나요?,What is the EIP register used for?,명령 포인터 - 다음으로 실행할 명령 포인터.,Instruction pointer - next instruction pointer to execute.,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
호출자 저장 레지스터는 무엇인가요?,What are the caller-save registers?,"이완
edx
ECX","eax
edx
ecx",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
호출기 저장 레지스터는 무엇인가요?,What are the callee-save registers?,"ebp
ebx
에시
에디","ebp
ebx
esi
edi",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
주요 레지스터 외에 어떤 다른 레지스터를 사용할 수 있나요?,"Other than the main registers, what other registers can be used?","레거시 8비트 및 16비트 레지스터: AX, AH, AL, SP, BP, SI","Legacy 8 and 16-bit registers: AX, AH, AL, SP, BP, SI",2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
리눅스 시스템에서 발신자 등록 저장 규칙은 무엇인가요?,What is the caller register-saving convention on Linux systems?,cdecl - C 선언,cdecl - C declaration,2.5,1,2026-02-02 13:11:01,2026-02-02 13:11:01
